CustomerID,TotalTransactions,TotalSpent,MinBalance,MaxBalance,AvgTransaction,TotalReceived_Credit,TotalSpent_Debit,TransactionCount_Channel_ATM,TransactionCount_Channel_Branch,TransactionCount_Channel_BankOnline
580,50.0,16236.71,300.87,14852.42,324.7342,3112.46,13124.25,15.0,16.0,19.0
581,44.0,11182.27,548.45,14328.29,254.1425,2905.29,8276.98,16.0,17.0,11.0
582,47.0,14243.9,164.61,14847.97,303.0617021,4235.26,10008.64,17.0,18.0,12.0
583,56.0,19389.94,264.83,14852.42,346.2489286,5274.64,14115.3,16.0,16.0,24.0
584,55.0,19328.34,221.79,13510.11,351.4243636,3168.46,16159.88,21.0,22.0,12.0
585,60.0,15685.36,130.76,14851.28,261.4226667,3220.91,12464.45,24.0,19.0,17.0
586,49.0,14313.64,102.2,14847.97,292.115102,3114.4,11199.24,11.0,20.0,18.0
587,37.0,10489.8,187.9,12652.22,283.5081081,1054.87,9434.93,13.0,12.0,12.0
588,62.0,21701.54,125.85,14611.9,350.0248387,5590.56,16110.98,22.0,23.0,17.0
589,57.0,17129.51,261.97,14563.02,300.5177193,5173.77,11955.74,19.0,22.0,16.0
590,48.0,13886.48,145.5,14510.8,289.3016667,2075.3,11811.18,19.0,16.0,13.0
591,46.0,13198.43,213.0,14851.28,286.9223913,1624.14,11574.29,15.0,12.0,19.0
592,57.0,17309.0,271.78,14409.74,303.6666667,4054.23,13254.77,16.0,26.0,15.0
593,38.0,13491.5,379.82,13510.11,355.0394737,3254.36,10237.14,10.0,10.0,18.0
594,59.0,21461.72,136.77,13991.5,363.7579661,8556.4,12905.32,13.0,21.0,25.0
595,54.0,18098.05,230.09,13534.3,335.1490741,4577.87,13520.18,17.0,16.0,21.0
596,51.0,15155.82,167.28,14563.02,297.1729412,2609.14,12546.68,17.0,21.0,13.0
597,48.0,16843.55,102.2,13872.03,350.9072917,2854.19,13989.36,13.0,21.0,14.0
598,60.0,21212.52,184.72,14021.4,353.542,2161.22,19051.3,20.0,24.0,16.0
599,51.0,17815.52,269.01,13891.47,349.3239216,1510.29,16305.23,20.0,18.0,13.0
600,44.0,11840.61,151.42,12893.85,269.1047727,1463.32,10377.29,15.0,16.0,13.0
601,55.0,17334.14,234.41,14328.29,315.1661818,5598.04,11736.1,16.0,20.0,19.0
602,43.0,13330.59,187.9,11624.93,310.0137209,2950.95,10379.64,21.0,12.0,10.0
603,29.0,7706.11,409.26,14611.9,265.727931,2495.55,5210.56,5.0,10.0,14.0
604,58.0,19724.07,321.21,14143.32,340.0701724,6495.27,13228.8,23.0,20.0,15.0
605,45.0,13034.28,578.06,14273.42,289.6506667,4223.39,8810.89,14.0,15.0,16.0
606,54.0,16274.74,248.52,12958.65,301.3840741,3087.0,13187.74,16.0,21.0,17.0
607,38.0,8695.3,409.26,13542.41,228.8236842,2287.51,6407.79,11.0,15.0,12.0
608,48.0,12171.25,192.63,14798.1,253.5677083,1116.93,11054.32,23.0,13.0,12.0
609,46.0,15288.6,185.47,13884.24,332.3608696,4640.26,10648.34,12.0,17.0,17.0
610,60.0,21433.42,135.96,13330.74,357.2236667,5933.06,15500.36,21.0,24.0,15.0
611,40.0,11131.21,303.68,14563.02,278.28025,2217.77,8913.44,10.0,13.0,17.0
612,44.0,12513.9,131.25,14852.42,284.4068182,3515.7,8998.2,12.0,18.0,14.0
613,55.0,16390.64,293.24,14409.74,298.0116364,3541.99,12848.65,14.0,24.0,17.0
614,62.0,17437.57,461.83,13991.5,281.251129,6452.78,10984.79,25.0,25.0,12.0
615,59.0,20671.1,164.12,10389.6,350.3576271,5439.22,15231.88,15.0,21.0,23.0
616,59.0,16800.1,151.42,14852.42,284.7474576,3841.3,12958.8,14.0,20.0,25.0
617,47.0,14064.57,129.79,13779.97,299.2461702,2423.69,11640.88,15.0,17.0,15.0
618,31.0,7980.03,254.75,14783.33,257.4203226,2005.74,5974.29,10.0,8.0,13.0
619,42.0,15312.32,106.86,13264.14,364.5790476,3763.09,11549.23,11.0,10.0,21.0
620,54.0,15802.84,164.61,14410.44,292.6451852,2509.85,13292.99,21.0,22.0,11.0
621,55.0,13346.04,250.93,14833.34,242.6552727,2206.85,11139.19,26.0,17.0,12.0
622,41.0,14240.89,263.98,14833.34,347.3387805,3828.77,10412.12,9.0,12.0,20.0
623,49.0,14599.93,230.09,14466.38,297.9577551,3163.77,11436.16,13.0,20.0,16.0
624,49.0,12659.64,672.79,14563.02,258.36,3267.2,9392.44,18.0,17.0,14.0
625,56.0,17526.05,290.59,14817.22,312.9651786,5095.9,12430.15,18.0,20.0,18.0
626,46.0,17233.39,267.53,14631.88,374.638913,4291.93,12941.46,16.0,15.0,15.0
627,43.0,11590.01,101.25,14783.33,269.5351163,2779.04,8810.97,13.0,11.0,19.0
628,52.0,18076.42,162.53,14639.28,347.6234615,6055.28,12021.14,18.0,17.0,17.0
629,67.0,18848.35,167.28,13084.27,281.3186567,3796.14,15052.21,17.0,32.0,18.0
630,49.0,13040.64,112.76,13696.61,266.1355102,2124.13,10916.51,11.0,18.0,20.0
631,59.0,20970.81,213.0,13884.24,355.4374576,6453.68,14517.13,21.0,23.0,15.0
632,57.0,18985.33,164.61,14631.88,333.0759649,6469.94,12515.39,17.0,22.0,18.0
633,56.0,14589.59,213.0,14765.41,260.5283929,3232.33,11357.26,13.0,21.0,22.0
634,54.0,16946.83,130.76,13784.4,313.8301852,7387.27,9559.56,19.0,19.0,16.0
635,49.0,16277.87,337.62,14268.95,332.2014286,2561.45,13716.42,14.0,18.0,17.0
636,57.0,15553.8,106.86,13625.52,272.8736842,5667.47,9886.33,17.0,24.0,16.0
637,54.0,13245.94,136.77,14365.18,245.2951852,1745.41,11500.53,17.0,21.0,16.0
638,50.0,12729.07,560.73,14409.74,254.5814,2144.09,10584.98,21.0,14.0,15.0
639,49.0,15339.46,431.16,14576.47,313.0502041,2546.44,12793.02,16.0,17.0,16.0
640,46.0,11026.05,151.42,13913.92,239.6967391,2064.8,8961.25,16.0,12.0,18.0
641,41.0,10855.16,213.0,14352.33,264.76,3097.12,7758.04,11.0,13.0,17.0
642,44.0,11232.97,475.63,13485.0,255.2947727,434.08,10798.89,16.0,14.0,14.0
643,64.0,21070.26,164.61,13264.14,329.2228125,7260.36,13809.9,17.0,27.0,20.0
644,53.0,17006.33,369.86,14576.47,320.8741509,998.82,16007.51,21.0,19.0,13.0
645,46.0,13491.46,185.87,14352.33,293.2926087,2579.13,10912.33,17.0,16.0,13.0
646,57.0,14514.18,233.21,14852.42,254.6347368,2588.41,11925.77,19.0,23.0,15.0
647,43.0,11234.28,131.25,14453.35,261.2623256,3552.36,7681.92,15.0,14.0,14.0
648,42.0,10716.64,269.78,14851.28,255.1580952,4300.73,6415.91,14.0,22.0,6.0
649,48.0,13303.2,120.89,14350.11,277.15,521.43,12781.77,21.0,16.0,11.0
650,67.0,20280.96,145.5,14180.21,302.7008955,3964.53,16316.43,20.0,27.0,20.0
651,48.0,11763.35,341.94,14494.18,245.0697917,2228.16,9535.19,15.0,21.0,12.0
652,55.0,14101.79,319.18,14350.11,256.3961818,4000.95,10100.84,26.0,16.0,13.0
653,48.0,15205.81,117.98,11905.64,316.7877083,4943.78,10262.03,18.0,16.0,14.0
654,45.0,15569.2,168.84,12662.66,345.9822222,2478.8,13090.4,15.0,14.0,16.0
655,49.0,19051.93,289.71,14935.5,388.814898,4769.03,14282.9,12.0,18.0,19.0
656,46.0,14561.17,296.47,14180.21,316.5471739,3810.14,10751.03,14.0,14.0,18.0
657,51.0,14907.43,102.2,11310.27,292.302549,3802.99,11104.44,21.0,15.0,15.0
658,44.0,12366.63,214.61,14639.28,281.0597727,1654.51,10712.12,16.0,12.0,16.0
659,54.0,13817.28,221.79,13054.54,255.8755556,4029.74,9787.54,13.0,21.0,20.0
660,59.0,12961.33,225.53,14410.44,219.6835593,1887.33,11074.0,20.0,24.0,15.0
661,48.0,13821.51,250.93,14304.38,287.948125,4841.77,8979.74,13.0,19.0,16.0
662,44.0,12419.69,112.76,14817.22,282.2656818,2631.16,9788.53,18.0,13.0,13.0
663,54.0,16446.8,213.36,13964.31,304.5703704,5871.82,10574.98,18.0,24.0,12.0
664,61.0,18228.33,135.96,14815.87,298.825082,4828.73,13399.6,19.0,25.0,17.0
665,60.0,20325.48,243.92,13264.14,338.758,6641.23,13684.25,13.0,27.0,20.0
666,48.0,16006.89,160.83,14833.34,333.476875,3874.83,12132.06,16.0,16.0,16.0
667,45.0,11478.78,233.21,14851.28,255.084,2699.36,8779.42,14.0,19.0,12.0
668,54.0,13957.98,184.72,13498.55,258.4811111,2520.61,11437.37,22.0,21.0,11.0
669,49.0,16185.64,233.21,13884.24,330.3191837,1812.58,14373.06,22.0,13.0,14.0
670,54.0,19036.38,187.65,13586.99,352.5255556,2835.6,16200.78,17.0,18.0,19.0
671,47.0,14030.0,193.06,13869.86,298.5106383,2849.4,11180.6,17.0,23.0,7.0
672,57.0,15791.34,259.77,14494.18,277.0410526,1558.7,14232.64,16.0,21.0,20.0
673,42.0,11712.69,369.86,14389.45,278.8735714,3589.62,8123.07,13.0,18.0,11.0
674,52.0,15132.4,187.65,14021.4,291.0076923,2519.82,12612.58,13.0,23.0,16.0
675,46.0,12031.79,202.69,14935.5,261.5606522,3725.86,8305.93,13.0,21.0,12.0
676,47.0,16166.9,117.98,14466.38,343.9765957,4398.38,11768.52,13.0,18.0,16.0
677,48.0,15736.1,105.01,14409.74,327.8354167,4706.56,11029.54,16.0,18.0,14.0
678,48.0,18029.11,246.57,12042.79,375.6064583,2096.31,15932.8,18.0,20.0,10.0
679,58.0,16941.9,246.57,13542.41,292.1017241,5543.72,11398.18,17.0,24.0,17.0
680,40.0,12753.92,591.23,14847.97,318.848,3884.59,8869.33,12.0,21.0,7.0
681,47.0,16425.23,136.74,14804.7,349.4729787,5801.62,10623.61,7.0,22.0,18.0
682,44.0,12720.56,756.74,12970.21,289.1036364,3161.24,9559.32,17.0,17.0,10.0
683,51.0,13813.75,151.42,12104.51,270.8578431,3287.67,10526.08,17.0,15.0,19.0
684,50.0,14700.26,213.36,14977.99,294.0052,3388.98,11311.28,16.0,16.0,18.0
685,40.0,17644.47,168.84,14676.05,441.11175,1956.76,15687.71,14.0,16.0,10.0
686,58.0,16961.59,213.36,14852.42,292.4412069,5464.56,11497.03,19.0,20.0,19.0
687,53.0,11452.31,160.57,13784.4,216.0813208,1815.17,9637.14,18.0,14.0,21.0
688,54.0,17074.96,187.65,14935.5,316.202963,3454.06,13620.9,22.0,15.0,17.0
689,51.0,15138.89,162.53,14494.18,296.8409804,3497.7,11641.19,16.0,20.0,15.0
690,60.0,15393.62,137.42,13884.24,256.5603333,2698.51,12695.11,22.0,23.0,15.0
691,52.0,15236.09,193.8,14563.02,293.0017308,4589.15,10646.94,17.0,12.0,23.0
692,46.0,14064.91,151.28,14817.22,305.758913,1109.23,12955.68,21.0,11.0,14.0
693,49.0,12004.54,241.79,14852.42,244.9906122,1460.96,10543.58,12.0,17.0,20.0
694,55.0,14391.28,184.72,13856.18,261.6596364,2230.59,12160.69,25.0,12.0,18.0
695,56.0,16859.53,184.72,14409.74,301.0630357,3434.7,13424.83,21.0,18.0,17.0
696,55.0,16285.34,213.0,14466.38,296.0970909,5914.46,10370.88,18.0,21.0,16.0
697,49.0,16165.67,193.8,14851.28,329.9116327,2965.62,13200.05,18.0,15.0,16.0
698,59.0,18757.85,151.42,14676.05,317.929661,3432.06,15325.79,14.0,25.0,20.0
699,52.0,13395.36,105.01,14348.65,257.6030769,3569.05,9826.31,13.0,18.0,21.0
700,63.0,20303.83,101.25,14389.45,322.2830159,4220.75,16083.08,12.0,25.0,26.0
701,54.0,16108.13,189.69,14304.38,298.2987037,3406.52,12701.61,16.0,20.0,18.0
702,32.0,8095.62,160.83,13265.92,252.988125,2424.61,5671.01,12.0,12.0,8.0
703,56.0,17317.01,105.01,13801.15,309.2323214,5900.89,11416.12,19.0,14.0,23.0
704,49.0,10337.12,125.85,14847.97,210.9616327,4285.41,6051.71,12.0,22.0,15.0
705,58.0,19755.18,421.93,14466.38,340.6065517,5413.89,14341.29,15.0,19.0,24.0
706,57.0,20041.3,232.56,13587.52,351.6017544,6800.73,13240.57,18.0,16.0,23.0
707,49.0,15376.16,173.7,14348.65,313.7991837,3113.53,12262.63,18.0,16.0,15.0
708,56.0,16103.73,106.86,13704.92,287.5666071,6308.06,9795.67,19.0,26.0,11.0
709,46.0,13184.84,160.83,13884.24,286.6269565,2205.46,10979.38,14.0,14.0,18.0
710,49.0,15409.28,290.59,13847.99,314.475102,1364.53,14044.75,21.0,17.0,11.0
711,45.0,11966.81,168.84,13988.12,265.9291111,2520.55,9446.26,14.0,13.0,18.0
712,37.0,9975.09,106.86,14798.1,269.597027,2245.42,7729.67,13.0,8.0,16.0
713,46.0,17062.05,151.42,13054.54,370.9141304,2998.6,14063.45,17.0,18.0,11.0
714,50.0,15276.3,164.61,14143.32,305.526,6011.66,9264.64,24.0,11.0,15.0
715,63.0,15490.84,151.42,14639.28,245.8863492,3012.11,12478.73,19.0,22.0,22.0
716,41.0,9354.91,105.01,14904.9,228.1685366,2705.43,6649.48,16.0,14.0,11.0
717,59.0,17329.29,117.98,13696.61,293.7167797,5543.55,11785.74,20.0,15.0,24.0
718,47.0,12691.17,136.74,14815.87,270.0248936,4617.23,8073.94,18.0,11.0,18.0
719,43.0,10303.97,185.87,11698.15,239.6272093,1734.05,8569.92,13.0,12.0,18.0
720,38.0,13157.33,293.06,14611.9,346.2455263,3827.47,9329.86,15.0,13.0,10.0
721,49.0,17080.88,120.89,14631.88,348.5893878,4678.67,12402.21,10.0,18.0,21.0
722,54.0,18151.46,344.07,13801.15,336.1381481,5257.91,12893.55,16.0,20.0,18.0
723,59.0,18047.28,137.42,14304.38,305.8861017,1870.04,16177.24,16.0,23.0,20.0
724,50.0,16365.09,271.64,14852.42,327.3018,6554.91,9810.18,19.0,14.0,17.0
725,46.0,12773.25,265.51,14817.22,277.6793478,2164.02,10609.23,15.0,14.0,17.0
726,42.0,9864.98,129.29,13964.31,234.8804762,2499.26,7365.72,13.0,14.0,15.0
727,61.0,18347.9,269.78,13542.41,300.7852459,3503.15,14844.75,24.0,20.0,17.0
728,40.0,13109.43,131.25,14268.95,327.73575,2156.24,10953.19,15.0,14.0,11.0
729,54.0,17705.84,130.76,14268.95,327.8859259,1963.71,15742.13,22.0,16.0,16.0
730,54.0,12356.86,259.44,13347.69,228.8307407,1482.45,10874.41,19.0,19.0,16.0
731,56.0,16253.97,112.76,14389.45,290.2494643,4568.33,11685.64,18.0,18.0,20.0
732,43.0,11067.81,319.18,14268.95,257.3909302,2533.8,8534.01,13.0,13.0,17.0
733,48.0,13362.07,131.25,13891.47,278.3764583,2535.33,10826.74,14.0,20.0,14.0
734,46.0,15087.62,162.53,13084.27,327.9917391,3154.92,11932.7,19.0,11.0,16.0
735,44.0,12257.79,427.3,14942.78,278.5861364,1956.9,10300.89,21.0,14.0,9.0
736,47.0,16158.44,189.69,11123.65,343.7965957,3384.63,12773.81,14.0,21.0,12.0
737,45.0,11311.47,112.76,14977.99,251.366,769.94,10541.53,16.0,13.0,16.0
738,50.0,13003.62,290.59,14817.22,260.0724,1283.12,11720.5,20.0,17.0,13.0
739,69.0,23721.92,137.42,14852.42,343.795942,7379.08,16342.84,23.0,20.0,26.0
740,47.0,12450.63,438.75,14350.11,264.9070213,4022.22,8428.41,14.0,20.0,13.0
741,52.0,14404.94,106.86,14817.22,277.0180769,3952.91,10452.03,24.0,16.0,12.0
742,41.0,11943.2,136.77,14330.47,291.297561,4683.1,7260.1,10.0,18.0,13.0
743,50.0,13271.4,137.42,13732.81,265.428,2847.33,10424.07,19.0,16.0,15.0
744,46.0,13739.85,123.24,14473.33,298.6923913,2653.49,11086.36,18.0,18.0,10.0
745,43.0,13244.71,123.24,14494.18,308.0165116,4235.24,9009.47,15.0,17.0,11.0
746,44.0,13527.92,465.63,14935.5,307.4527273,5095.48,8432.44,20.0,12.0,12.0
747,54.0,18076.3,369.79,14904.9,334.7462963,6764.39,11311.91,19.0,18.0,17.0
748,42.0,15644.83,106.86,12059.85,372.4959524,2834.97,12809.86,11.0,15.0,16.0
749,45.0,13595.68,173.7,13732.81,302.1262222,1105.08,12490.6,15.0,13.0,17.0
750,46.0,13020.27,125.85,13648.36,283.0493478,2900.02,10120.25,18.0,10.0,18.0
751,54.0,15986.75,259.44,14765.41,296.0509259,2864.45,13122.3,19.0,19.0,16.0
752,50.0,14456.67,189.69,13784.4,289.1334,3411.27,11045.4,17.0,18.0,15.0
753,42.0,11188.88,530.81,14409.74,266.4019048,2799.76,8389.12,13.0,17.0,12.0
754,55.0,17669.28,241.79,14833.34,321.2596364,3900.1,13769.18,15.0,21.0,19.0
755,52.0,14991.72,221.56,13779.97,288.3023077,5590.1,9401.62,15.0,14.0,23.0
756,46.0,12012.53,168.84,14494.18,261.1419565,4426.51,7586.02,17.0,15.0,14.0
757,33.0,9091.17,420.67,13801.15,275.49,1988.69,7102.48,12.0,9.0,12.0
758,45.0,13681.39,423.64,14765.41,304.0308889,5026.03,8655.36,15.0,17.0,13.0
759,50.0,16297.03,101.25,13801.15,325.9406,4443.87,11853.16,17.0,19.0,14.0
760,44.0,13010.46,145.5,12893.63,295.6922727,3763.57,9246.89,10.0,20.0,14.0
761,44.0,11124.1,162.53,11833.73,252.8204545,1639.56,9484.54,18.0,9.0,17.0
762,45.0,11428.85,239.12,14510.8,253.9744444,2447.63,8981.22,12.0,17.0,16.0
763,31.0,7226.49,185.87,14847.97,233.1125806,3341.35,3885.14,10.0,10.0,11.0
764,53.0,18283.83,105.01,14881.77,344.9779245,3989.07,14294.76,17.0,21.0,15.0
765,53.0,19286.43,187.9,14268.95,363.8949057,483.54,18802.89,21.0,20.0,12.0
766,44.0,16928.32,585.52,13704.92,384.7345455,3902.9,13025.42,15.0,14.0,15.0
767,62.0,20631.02,314.28,13793.53,332.7583871,3882.4,16748.62,18.0,20.0,24.0
768,38.0,9699.76,341.94,14639.28,255.2568421,1684.87,8014.89,16.0,8.0,14.0
769,38.0,14264.63,184.72,14371.08,375.385,1016.31,13248.32,18.0,12.0,8.0
770,47.0,13852.89,164.61,12723.62,294.7423404,2996.82,10856.07,12.0,22.0,13.0
771,50.0,13683.68,359.06,14851.28,273.6736,6145.62,7538.06,11.0,25.0,14.0
772,55.0,17584.64,354.9,13704.92,319.7207273,4672.53,12912.11,16.0,25.0,14.0
773,58.0,18952.43,321.21,14473.33,326.7660345,3386.01,15566.42,20.0,29.0,9.0
774,47.0,14312.13,293.06,13964.31,304.5134043,2828.6,11483.53,12.0,19.0,16.0
775,38.0,9706.56,264.83,13566.58,255.4357895,3983.6,5722.96,12.0,18.0,8.0
776,47.0,16213.72,167.72,14881.77,344.972766,3788.78,12424.94,15.0,15.0,17.0
777,49.0,15792.52,135.96,13847.99,322.2963265,3354.24,12438.28,16.0,18.0,15.0
778,44.0,11024.29,220.51,13182.11,250.5520455,3619.81,7404.48,13.0,21.0,10.0
779,48.0,11894.74,248.52,14494.18,247.8070833,2316.02,9578.72,14.0,17.0,17.0
780,48.0,14002.43,164.61,13784.4,291.7172917,3016.67,10985.76,13.0,18.0,17.0
781,62.0,18446.71,162.53,14321.73,297.5275806,4116.5,14330.21,18.0,28.0,16.0
782,53.0,15964.64,160.83,14833.34,301.2196226,4769.13,11195.51,18.0,19.0,16.0
783,48.0,12763.81,136.74,14881.77,265.9127083,3863.45,8900.36,19.0,15.0,14.0
784,51.0,12644.99,330.16,14453.35,247.9409804,1820.55,10824.44,18.0,18.0,15.0
785,48.0,16479.26,323.69,14631.88,343.3179167,3201.7,13277.56,16.0,16.0,16.0
786,58.0,15388.3,192.63,14576.47,265.3155172,5562.13,9826.17,24.0,20.0,14.0
787,47.0,17547.28,206.2,14401.17,373.346383,4127.35,13419.93,18.0,18.0,11.0
788,59.0,21866.14,173.7,14804.7,370.6125424,4118.65,17747.49,17.0,19.0,23.0
789,54.0,16486.9,165.75,14935.5,305.312963,3827.54,12659.36,25.0,17.0,12.0
790,45.0,10547.48,105.01,14304.38,234.3884444,3085.27,7462.21,17.0,20.0,8.0
791,60.0,20767.79,221.56,13988.12,346.1298333,3080.62,17687.17,23.0,20.0,17.0
792,54.0,17284.42,123.24,14321.73,320.0818519,5480.66,11803.76,21.0,18.0,15.0
793,55.0,16757.35,106.86,14631.88,304.6790909,3501.43,13255.92,22.0,16.0,17.0
794,50.0,11800.0,246.57,13560.63,236.0,3262.75,8537.25,16.0,18.0,16.0
795,45.0,14914.88,399.57,14401.17,331.4417778,2427.34,12487.54,14.0,17.0,14.0
796,54.0,18019.93,221.56,12991.03,333.7024074,3851.95,14167.98,21.0,11.0,22.0
797,55.0,12598.89,187.9,13510.11,229.0707273,2981.27,9617.62,21.0,20.0,14.0
798,51.0,14403.88,213.36,14852.42,282.4290196,3716.13,10687.75,20.0,11.0,20.0
799,50.0,11283.37,120.89,14631.88,225.6674,3544.57,7738.8,16.0,17.0,17.0
800,40.0,10159.84,248.52,14942.78,253.996,899.29,9260.55,10.0,13.0,17.0
801,43.0,10964.65,230.09,13560.63,254.9918605,1181.0,9783.65,14.0,18.0,11.0
802,54.0,13851.88,145.5,14321.73,256.5162963,2960.27,10891.61,19.0,20.0,15.0
803,45.0,14347.97,125.85,14833.34,318.8437778,2495.22,11852.75,18.0,14.0,13.0
804,43.0,12794.78,151.28,14563.02,297.5530233,2126.82,10667.96,16.0,9.0,18.0
805,45.0,15033.68,145.5,14847.97,334.0817778,2018.42,13015.26,14.0,21.0,10.0
806,51.0,15616.05,229.02,14611.9,306.1970588,2878.6,12737.45,19.0,15.0,17.0
807,69.0,19265.22,106.86,14851.28,279.206087,4529.04,14736.18,21.0,24.0,24.0
808,45.0,14529.78,225.53,14977.99,322.884,3219.43,11310.35,13.0,18.0,14.0
809,65.0,22354.28,123.24,13964.31,343.912,5599.58,16754.7,26.0,22.0,17.0
810,47.0,14701.13,232.56,13758.91,312.79,2999.13,11702.0,15.0,14.0,18.0
811,47.0,14915.15,225.53,14881.77,317.343617,2622.14,12293.01,20.0,14.0,13.0
812,60.0,13439.26,135.96,13991.5,223.9876667,2328.86,11110.4,17.0,22.0,21.0
813,56.0,18365.92,207.74,13777.1,327.9628571,3182.46,15183.46,19.0,21.0,16.0
814,48.0,16220.17,293.06,13899.24,337.9202083,2129.38,14090.79,15.0,22.0,11.0
815,43.0,12562.44,940.91,13913.92,292.1497674,3770.52,8791.92,15.0,19.0,9.0
816,57.0,19465.17,129.29,14639.28,341.4942105,3523.74,15941.43,17.0,25.0,15.0
817,57.0,17777.55,167.72,14631.88,311.8868421,3205.02,14572.53,20.0,19.0,18.0
818,40.0,10519.49,136.77,13523.65,262.98725,1841.51,8677.98,12.0,16.0,12.0
819,54.0,15664.61,221.79,13801.15,290.0853704,3760.81,11903.8,27.0,9.0,18.0
820,55.0,20888.42,220.51,14942.78,379.7894545,7609.67,13278.75,15.0,24.0,16.0
821,48.0,14494.61,164.12,14180.21,301.9710417,3879.71,10614.9,16.0,15.0,17.0
822,59.0,16888.05,221.79,13704.92,286.2381356,3222.77,13665.28,12.0,26.0,21.0
823,43.0,12548.78,184.72,14453.35,291.832093,3892.9,8655.88,14.0,11.0,18.0
824,53.0,16707.36,168.84,14881.77,315.2332075,3141.24,13566.12,19.0,23.0,11.0
825,63.0,20512.86,137.42,14829.85,325.6009524,4400.5,16112.36,24.0,25.0,14.0
826,48.0,13426.28,173.7,13587.52,279.7141667,5123.72,8302.56,14.0,21.0,13.0
827,51.0,14532.89,312.19,13534.3,284.9586275,2575.43,11957.46,22.0,15.0,14.0
828,41.0,9892.89,530.81,14804.7,241.29,3072.44,6820.45,13.0,14.0,14.0
829,52.0,17123.06,261.97,13696.61,329.2896154,3631.37,13491.69,13.0,16.0,23.0
830,46.0,13409.83,420.65,14829.85,291.5180435,547.43,12862.4,20.0,9.0,17.0
831,55.0,17884.46,187.9,14268.95,325.172,4407.54,13476.92,12.0,22.0,21.0
832,60.0,21629.61,192.63,13694.68,360.4935,5742.11,15887.5,15.0,22.0,23.0
833,44.0,16024.01,225.53,12893.63,364.1820455,4257.57,11766.44,14.0,19.0,11.0
834,49.0,14048.28,125.85,14804.7,286.6995918,1467.32,12580.96,12.0,21.0,16.0
835,37.0,6424.06,187.9,14466.38,173.6232432,407.32,6016.74,11.0,12.0,14.0
836,49.0,13057.12,185.47,13869.86,266.4718367,3947.23,9109.89,12.0,17.0,20.0
837,50.0,11955.85,206.2,14510.8,239.117,4597.22,7358.63,15.0,21.0,14.0
838,66.0,21899.76,165.75,14676.05,331.8145455,5918.12,15981.64,19.0,26.0,21.0
839,40.0,7529.18,222.22,12703.24,188.2295,1563.62,5965.56,17.0,8.0,15.0
840,43.0,11606.54,352.31,14489.69,269.9195349,4410.12,7196.42,14.0,11.0,18.0
841,46.0,17038.6,230.09,14352.33,370.4043478,6029.46,11009.14,15.0,18.0,13.0
842,54.0,16282.2,137.42,14977.99,301.5222222,3663.49,12618.71,16.0,22.0,16.0
843,60.0,20759.33,112.76,12995.7,345.9888333,1735.97,19023.36,25.0,21.0,14.0
844,54.0,15833.31,224.65,13273.08,293.2094444,4270.28,11563.03,17.0,12.0,25.0
845,43.0,11217.13,264.83,14371.08,260.8634884,3074.25,8142.88,12.0,14.0,17.0
846,51.0,14103.8,363.92,14395.88,276.545098,2739.89,11363.91,18.0,19.0,14.0
847,64.0,22651.48,465.63,14765.41,353.929375,2914.56,19736.92,22.0,20.0,22.0
848,41.0,10582.6,192.63,13273.08,258.1121951,2039.99,8542.61,15.0,12.0,14.0
849,40.0,11188.4,207.74,14401.17,279.71,5272.51,5915.89,16.0,15.0,9.0
850,41.0,11810.82,164.61,14798.1,288.0687805,2173.89,9636.93,10.0,16.0,15.0
851,49.0,17489.78,164.61,14829.85,356.9342857,5968.83,11520.95,16.0,15.0,18.0
852,42.0,13403.35,243.92,14935.5,319.127381,2326.84,11076.51,14.0,17.0,11.0
853,51.0,21864.26,151.28,13793.53,428.7109804,3756.35,18107.91,17.0,16.0,18.0
854,37.0,11300.74,165.75,14304.38,305.4254054,4441.31,6859.43,9.0,21.0,7.0
855,48.0,14645.7,250.93,14409.74,305.11875,2950.1,11695.6,18.0,14.0,16.0
856,50.0,14052.21,184.72,13521.76,281.0442,3272.68,10779.53,12.0,23.0,15.0
857,53.0,15944.37,136.77,14466.38,300.8371698,3269.34,12675.03,20.0,19.0,14.0
858,61.0,17506.31,135.96,14817.22,286.9886885,5259.71,12246.6,24.0,22.0,15.0
859,50.0,19158.32,202.69,13531.22,383.1664,3852.88,15305.44,18.0,15.0,17.0
860,47.0,18636.93,125.85,13991.5,396.5304255,5166.24,13470.69,14.0,18.0,15.0
861,59.0,16274.94,102.2,12801.93,275.8464407,1975.14,14299.8,19.0,21.0,19.0
862,41.0,11982.95,120.89,14935.5,292.2670732,4088.42,7894.53,13.0,13.0,15.0
863,54.0,18036.06,160.57,14833.34,334.0011111,4520.91,13515.15,15.0,15.0,24.0
864,55.0,15102.69,370.81,14214.48,274.5943636,1684.0,13418.69,16.0,22.0,17.0
865,42.0,12489.64,162.53,14563.02,297.372381,3008.37,9481.27,10.0,16.0,16.0
866,43.0,15829.99,164.61,14765.41,368.1393023,5680.61,10149.38,11.0,16.0,16.0
867,48.0,15504.43,312.19,14410.44,323.0089583,1538.36,13966.07,13.0,18.0,17.0
868,62.0,21909.76,319.84,14977.99,353.3832258,4943.94,16965.82,19.0,25.0,18.0
869,55.0,17747.46,117.98,12719.93,322.6810909,4996.0,12751.46,18.0,18.0,19.0
870,48.0,17393.82,201.04,14143.32,362.37125,3287.92,14105.9,16.0,14.0,18.0
